id,family id,parent id,1st last name,2nd last name,first name,middle name,Formalized name,full name,birth_place,occupation,Birth_year,death_year,partner first name,parner 1st last name,partner 2nd last name,partner id,statement,Column1
CE0028,5,CE0010,Centurione,,Maria,,Maria  Centurione ,Maria Centurion,,,0,0,,,,,"neighbour seville, owner of over 5 ships in the carrera the indias and only heir of her dads Esteban Centurion",
CE0029,5,,Centurione,,Cristoforo,,Cristoforo  Centurione ,Cristoforo Centurione,,merchants,0,0,,,,,neighbour Valencia,
CE0030,5,,Centurione,,Cosimo,,Cosimo  Centurione ,Cosimo Centurione,,merchants,0,0,,,,,neighbour Seville,
CE0031,5,,Centurione,,Angelo,,Angelo  Centurione ,Angelo Centurione,,merchants,0,0,,,,,estante Seville,
CE0032,5,,Centurione,,Domenico,,Domenico  Centurione ,Domenico Centurione,,merchants,0,0,,,,,estante Valencia,
CG0001,41,,Castiglione,,Marco,,Marco  Castiglione ,Marco di Castiglione,,merchants,0,0,,,,,judge in a law suit between Francisco de Rivarolo and Miguel de Valencia,
CG0002,41,,Castiglione,,Jerónimo,,Jerónimo  Castiglione ,Jerónimo di Castiglione,,apothecaries,0,0,,,,,Genoes estante in Cadiz,
CG0003,41,,Castiglione,,Tomás,,Tomás  Castiglione ,Tomás di Castiglione,,merchants,0,0,Bernadetta,Boccanegra,,,"estante in Cataluña, neighbour of Toledo, 1510 factor of the Centurione circuit in America, brother to Jacome?",
CG0004,41,,Castiglione,,Jacome,,Jacome  Castiglione ,Jacome di Castiglione,,merchants,0,0,,,,,"neighbour of Toledo, 1510 factor of the Centurione circuit in America, brother to Tomas?, and alcaide of the Cumana Fotress",
CG0005,41,,Castiglione,,Galeoto,,Galeoto  Castiglione ,Galeoto di Castiglione,,merchants,0,0,,,,,,
CG0006,41,CG0003,Castiglione,,Bernaldo,,Bernaldo  Castiglione ,Bernaldo di Castiglione,,merchants,0,0,Mariettina,de Sopranis,Rivarolo,RV0019,partner to the rivarolo by marriage,
CG0007,41,CG0003,Castiglione,,Benito,,Benito  Castiglione ,Benito di Castiglione,,merchants,0,0,,,,,estante ineighbour Toledo,
CG0008,41,CG0001,Castiglione,,Marco,,Marco  Castiglione ,Marco de Castellon,,,0,0,,,,,,
CG0009,41,CG0001,Castiglione,,Juan,,Juan  Castiglione ,Juan de Castellon,,,0,0,,,,,,
CG0010,41,,Castiglione,,Mateo,,Mateo  Castiglione ,Mateo de Castellon,,merchants,0,0,,,,,neighbour of seville,
CG0011,41,,Castiglione,,Antonio,,Antonio  Castiglione ,Antonio Castellon,,apothecaries,0,0,,,,,"neighbour of seville c. santa maria, in 1525 neigbour of Jerez c san salvador",
CG0012,41,,Castiglione,,Valerio,,Valerio  Castiglione ,Valerio Calderino,,merchants,0,0,,,,,"seems to be 100 percent spanish, rents from his uncle marco castiglione, the almonadas of balck soap in c san salvador at a value of 140 mrs a year",
CG0013,41,,Castiglione,,Domenigo,,Domenigo  Castiglione ,Domenigo de Castellon,,merchants,0,0,,,,,estante Seville,
CG0014,41,CG0006,Castiglione,,Jacome,,Jacome  Castiglione ,Jacome Castiglione,,merchants,0,0,,,,,estante in indias soneighbour bernaldo,
CG0015,41,,Castiglione,,Bartolomé,,Bartolomé  Castiglione ,Bartolomé Castiglione,,merchants,0,0,,,,,"neighbour Genoa, partner with salvago and fornari",
CG0016,41,,Castiglione,,Francisco,,Francisco  Castiglione ,Francisco de Castellon,,merchants,0,0,,,,,neighbour seville partner with rivarolo,
CG0017,41,,Castiglione,,Quilico,,Quilico  Castiglione ,Quilico di Castiglione,,merchants,0,0,,,,,estante Seville,
CG0018,41,,Castiglione,,Andrea,,Andrea  Castiglione ,Andrea di Castiglione,,merchants,0,0,,,,,estante Valencia,
CH0001,10,,de Clavica,,Guiraldo,,Guiraldo  de Clavica ,Guiraldo de Chiavega,,merchants,0,0,,,,,"estante seville, may be partner with Julian de Cassana, merchant of tin. Appear in documents representing Andrea de Cassana and Jacome de Rivarolo in buisness regarding the hiring of wagons to trasport merchandice in Castille, also known as Guiraldo de Clavica.",
CH0002,10,,de Clavica,,Agustin,,Agustin  de Clavica ,Agustin de la Chavega,,merchants,0,0,,,,,Estante in castile,
CI0001,66,,Camilla,,Mosteo,,Mosteo  Camilla ,Mateo de Camilla,,merchants,0,0,,,,,"estante, the transcription identifies him as Motseo which is probably Mateo but the original has not been checked",
CI0002,66,,Camilla,,Domenigo,,Domenigo  Camilla ,Domenigo de Camilla,,merchants,0,0,,,,,"Nephew of Juan Francisco de Grimaldo, operate in Italy",
CI0003,66,,Camilla,,Cassano,,Cassano  Camilla ,Cassano de Camilla,,merchants,0,0,,,,,"Nephew of Juan Francisco de Grimaldo, operate in Italy",
CI0004,66,,Camilla,,Teodicio,,Teodicio  Camilla ,Teodicio de Camilla,,merchants,0,0,,,,,"Nephew of Juan Francisco de Grimaldo, operate in Italy",
CI0005,66,,Camilla,,Manfredo,,Manfredo  Camilla ,Manfredo de Camilla,,merchants,0,0,,,,,,
CI0006,66,,Camilla,,Agustín,,Agustín  Camilla ,Agustín de Camila,,merchants,0,0,,,,,Estante in castile,
CI0007,66,,Camilla,,Juan,,Juan  Camilla ,Juan Camila,,merchants,0,0,,,,,estante Granada,
CI0008,66,,Camilla,,Ambrosio,,Ambrosio  Camilla ,Ambrosio de Camila,,merchants,0,0,,,,,estante Cadiz,
CL0001,7,CL0098,Calvo,,Julián,,Julián  Calvo ,Julián Calvo,,merchants,0,0,Pelota,Pinelli,,PI0009,"Estante seville, partner with Ximon Centurion, brother in love of Francisco Pinello",
CL0002,7,,Calvo,,Otavián,,Otavián  Calvo ,Otavián Calvo,,merchants,0,0,,,,,"Estante seville, procurador of Francisco de Grimaldo, consul de la lonja 1511",
CL0003,7,CL0100,Calvo,,Cristóbal,,Cristóbal  Calvo ,Cristóbal Calvo,,merchants,0,0,,,,,estante in Valencia,
CL0004,7,CL0100,Calvo,,Juan,,Juan  Calvo ,Juan Calvo,,merchants,0,0,,,,,"estante in Cape Verde, in 1516 neighbour of cabeza de vaca and in charge of Valencia meat supply",
CL0005,7,CL0101,Calvo,,Juan,Anón,Juan Anón Calvo ,Juan Antón Calvo,,merchants,0,0,,,,,Estante in castile,
CL0006,7,,Calvo,,Carlo,,Carlo  Calvo ,Carlo Calvo,,merchants,0,0,,,,,Estante in castile,
CL0007,7,CL0099,de Porta,Calvo,Juan,,Juan  de Porta Calvo,Juan Porte Calvo,,merchants,0,0,,,,,,
CL0008,7,CL0099,Calvo,,Francisco,,Francisco  Calvo ,Francisco Calvo,,maritime pilots,0,0,,,,,"owner of 1/8 nao san critobal, part of the fleat of conquest of castilla del oro lead by pedrarias davila",
CL0009,7,,Calvo,,Domenego,,Domenego  Calvo ,Domenego Calvo,,merchants,0,0,,,,,Estante in castile,
CL0010,7,,Calvo,,Bartolome,,Bartolome  Calvo ,Bartolome Calvo,,merchants,0,0,,,,,estante Cadiz,
CL0011,7,CL0100,Calvo,,Tomas,,Tomas  Calvo ,Tomas Calvo,,merchants,0,0,,,,,estante Valencia,
CL0012,7,,Calvo,,Jorge,,Jorge  Calvo ,Jorge Calvo,,,1485,0,,,,,"former slave of julian calvo, moor",
CL0013,7,,Calvo,,Juan,Batista,Juan Batista Calvo ,Juan Batista Calvo,,merchants,0,0,,,,,estante Seville,
CL0098,7,,Calvo,,Gabriel,,Gabriel  Calvo ,Gabriel Calvo,,merchants,0,1513,,,,,father to julian,
CL0099,7,,Calvo,,nn,,nn  Calvo ,nn,,,0,0,,,,,father to francisco and juan porte,
CL0100,7,,Calvo,,nn,,nn  Calvo ,nn,,,0,0,,,,,father of cristobal and juan,
CM0001,20,,Cataramenlo,,Quirigo,,Quirigo  Cataramenlo ,Quirigo Cataramenlo,,merchants,0,0,,,,,Neighbour of Seville collación de San Miguel probably husband of Ana Centurione,
CN0001,74,,Castronovo,,Bernaldino,,Bernaldino  Castronovo ,Bernaldino de Castronovo,,merchants,0,0,,,,,withness in petiotion against the rivarolo,
CO0001,59,CO0006,Colombo,,Cristoforo,,Cristoforo  Colombo ,Cristoforo Colombo,01IT,public officers,1451,1506,Filipa,Moniz,Perestrelo,,"Almirante de la Mar Ocenao. Cristoforo Colombo è stato un navigatore ed esploratore italiano, cittadino della Repubblica di Genova prima e suddito del Regno di Castiglia poi, famoso soprattutto per i suoi viaggi che portarono alla colonizzazione europea delle Americhe",
CO0002,59,,Colombo,,Juan,Antonio,Juan Antonio Colombo ,Juan Antonio Colombo,,servants,0,0,,,,,criado de Cristobal Colon,
CO0003,59,CO0001,Colombo,,Diego,,Diego  Colombo ,Diego Colon,,public officers,1479,1526,Maria,Toledo,,CO0007,Almirante de la Mar Ocenao. soneighbour Cristobal considered portuguese and or spanish not gen,
CO0004,59,CO0001,Colon,,Hernando,,Hernando  Colon ,Hernando Colon,,merchants,0,0,,,,,estante Santo domingo,
CO0005,59,CO0006,Colombo,,Bartholomew,,Bartholomew  Colombo ,Bartolomé Colón,,public officers,1460,1514,,,,,"Adelantado. explorer and conquistador, younger brother of cristoforo, adelantado of the indies 1497",
CO0006,59,,Colombo,,Domenico,,Domenico  Colombo ,Domenico Colombo,,merchants,0,0,Susanna,Fontanarossa,,,father of Cristoforo and bartolomeu,
CO0007,59,,Toledo,,Maria,,Maria  Toledo ,Maria de Toledo,,public officers,1490,1549,Diego,Colombo,,CO0003,vicereine and regent of the spanish colony of santo domingo.,
CO0008,59,,Colombo,,Andrea,,Andrea  Colombo ,Andrea Colombo,,merchants,0,0,,,,,estante Seville,
CO0009,59,,Colombo,,Ambrosio,,Ambrosio  Colombo ,Ambrosio Colombo,,merchants,0,0,,,,,estante Gran Canaria,
CQ0001,100,,Coccarello,,Juan,Bautista,Juan Bautista Coccarello ,Juan Bautista Cuguerello,01IT,merchants,0,0,,,,,"Merchant, has in his house slaves from the land of the sultan",
CQ0002,100,,Coccarello,,Jeronimo,,Jeronimo  Coccarello ,Jeronimo Cuguerello,,merchants,0,0,,,,,"Merchant, trades slaves in Valencia",
CR0001,70,,Carrega,,Juan,,Juan  Carrega ,Juan Cárrega,,merchants,0,0,,,,,factor of Francisco de Rivarolo in Sanlúcar and Cadiz,
CR0002,70,,Carrega,,Esteban,,Esteban  Carrega ,Esteban Carrega,,merchants,0,0,,,,,"estante seville, slaver",
CT0001,17,CT0028,Cattaneo,,Marco,,Marco  Cattaneo ,Marco Cattaneo,,merchants,0,0,Blanca,Guzmán,,SP01SP001185,"neighbour seville, first wife Mayor ponce de leon, trades in Olive oil",
CT0002,17,,Cattaneo,,Perceval,,Perceval  Cattaneo ,Perceval Cattaneo,,merchants,0,0,,,,,"Estante seville, partner with Pedro Centurion",
CT0003,17,,Cattaneo,,Aselin,,Aselin  Cattaneo ,Selin Cattaneo,,merchants,0,0,,,,,"Estante seville, lends money for the siege of Baza",
CT0004,17,,Cattaneo,,Martin,,Martin  Cattaneo ,Martin Cattaneo,,merchants,0,0,,,,,estante in Madeira,
CT0005,17,CT0010,Cattaneo,,Francisco,,Francisco  Cattaneo ,Francisco Cattaneo,,merchants,0,0,,,,,Estante in castile,
CT0006,17,,Cattaneo,,Alexandre,,Alexandre  Cattaneo ,Alexandre Cattaneo,,merchants,0,0,,,,,Estante in castile,
CT0007,17,,Cattaneo,,Visconte,,Visconte  Cattaneo ,Visconte Cattaneo,,merchants,0,0,,,,,Estante in Cadiz,
CT0008,17,,Cattaneo,,Batista,,Batista  Cattaneo ,Batista Cattaneo,,merchants,0,0,,,,,"Estante in Seville, guarantor for Francisco de Rivarolo against Oberto di Negro, judge of the gradas in 1510",
CT0009,17,,Cattaneo,,Luco,,Luco  Cattaneo ,Luco Cattaneo,,agents,0,0,,,,,"implicated in the lose of shipments coming form the indies, beloging to juan sanchez and rivarolo",
CT0010,17,CT0100,Cattaneo,,Leonardo,,Leonardo  Cattaneo ,Leonardo Cattaneo,,merchants,0,0,,,,,"estante in Seville, parner with Cesaro Barzi",
CT0011,17,CT0012,Spinola,Cattaneo,Clara,,Clara  Spinola Cattaneo,Clara de Spinola Cattaneo,,,0,0,,,,,"buys house in Seville, probably married to a Spinola although the doc that mentions her states she is only 12",
CT0012,17,,Cattaneo,,Juan,Batista,Juan Batista Cattaneo ,Juan Batista Cattaneo,,merchants,0,0,Isabel,Saviñon,,,,
CT0013,17,CT0014,Cattaneo,,Diego,,Diego  Cattaneo ,Diego Cattaneo,,merchants,0,0,,,,,buys sugar from the Rivarolo,
CT0014,17,CT0005,Cattaneo,,Juan,,Juan  Cattaneo ,Juan Cattaneo,,merchants,0,1495,,,,,father of diego,
CT0015,17,,Cattaneo,,Jacome,,Jacome  Cattaneo ,Jacome Catano,,,0,0,,,,,"unknow work, he appears as one of the recipients of a last will in the Canaries",
CT0016,17,,Cattaneo,,Cristobal,,Cristobal  Cattaneo ,Cristobal Cataño,,,0,0,,,,,neighbour collacion san llorente,
CT0017,17,,Cattaneo,,Pedro,,Pedro  Cattaneo ,Pedro Cataño,,spice merchant,0,0,Francisca,Rodríguez,,,N. seville c. San Salvador,
CT0018,17,,Cattaneo,,Jorge,,Jorge  Cattaneo ,Jorge Cataño,,,0,1500,Inés,Mexía,,CT0020,neighbour seville collacionsan martin,
CT0019,17,CT0018,Cattaneo,,Jorge,,Jorge  Cattaneo ,Jorge Cataño,,,0,0,,,,,neighbour seville collacionsan martin,
CT0020,17,,Mexía,,Inés,,Inés  Mexía ,Inés Mexía,,,0,0,Jorge,Cattaneo,,CT0019,neighbour seville collacionsan martin,
CT0021,17,,Cattaneo,,Rodrigo,,Rodrigo  Cattaneo ,Rodrigo Cataño,,,0,0,Beatriz,Cabrera,,,n seville procurador y jurado de sevilla nombrado receptor del servicio votado en cortes de toledo y madrid para la guerra de francia,
CT0022,17,,Cattaneo,,Rafael,,Rafael  Cattaneo ,Rafael Cataneo,,merchants,0,0,,,,,,
CT0023,17,,Cattaneo,,Alexandre,,Alexandre  Cattaneo ,Alexandre Cattaneo,,merchants,0,0,,,,,estante Seville,
CT0024,17,CT0001,Cattaneo,,Andrés,,Andrés  Cattaneo ,Andrés Cattaneo,,,0,0,,,,,neighbour seville soneighbour marco and isabel figueroa,
CT0025,17,,Sorin,,nn,,nn  Sorin ,nn,,,0,1506,,,,,father of andres cataneo,
CT0026,17,,Cattaneo,,Tomás,,Tomás  Cattaneo ,Tomás Cattaneo,,merchants,0,0,,,,,estante lisbon,
CT0027,17,,Cattaneo,,Pascual,,Pascual  Cattaneo ,Pascual Cataño,,merchants,0,0,,,,,Estante in castile,
CT0028,17,,Nyan,Cattaneo,Gabriel,,Gabriel  Nyan Cattaneo,Gabriel de Nyan Cattaneo,,,0,1501,,,,,father of nicoloso marco,
CT0029,17,CT0100,Cattaneo,,Gentil,,Gentil  Cattaneo ,Gentil Cattaneo,,,0,0,,,,,mather of marco and nicoloso,
CT0030,17,CT0100,Cattaneo,,Julian,,Julian  Cattaneo ,Julian Cattaneo,,,0,0,,,,,,
CT0031,17,CT0100,Cattaneo,,Maria,,Maria  Cattaneo ,Maria Cattaneo,,,0,0,,,,,,
CT0032,17,CT0100,Cattaneo,,Ximon,,Ximon  Cattaneo ,Ximon Cattaneo,,,0,0,,,,,,
CT0033,17,CT0028,Cattaneo,,Bastiana,,Bastiana  Cattaneo ,Bastiana Cattaneo,,,0,0,,,,,,
CT0034,17,CT0001,Cattaneo,,Paris,,Paris  Cattaneo ,Paris Cataño,,,0,0,,,,,soneighbour marco and isabela figueroa,
CT0035,17,CT0036,Cattaneo,,Leonardo,,Leonardo  Cattaneo ,Leonardo Cattaneo,,merchants,0,0,,,,,soneighbour Niculao cattaneo,
CT0036,17,,Cattaneo,,Niculao,,Niculao  Cattaneo ,Niculao Cattaneo,,,0,0,,,,,father of leonardo cattaneo,
CT0037,17,,Cattaneo,,Geronimo,,Geronimo  Cattaneo ,Geronimo Catano,,merchants,0,0,,,,,neighbour of puerto de sta maria,
CT0038,17,,Cattaneo,,Niculoso,,Niculoso  Cattaneo ,Niculoso Cataneo,,merchants,0,0,,,,,merchant e in seville nephew of batista cattaneo,
CT0039,17,,Cattaneo,,Rafael,,Rafael  Cattaneo ,Rafael Cattaneo,,merchants,0,1507,,,,,father of Cataneo Cattaneis,
CT0040,17,CT0039,Cattaneo,,Cattaneo,,Cattaneo  Cattaneo ,Cataneo Cattaneo,,merchants,0,0,,,,,estante in Genoa father of Angel Cattaneo,
CT0041,17,CT0040,Cattaneo,,Angel,,Angel  Cattaneo ,Angel Cattaneo,,merchants,0,1507,,,,,dies in Exio in 1507 leaving pending business all over the world,
CT0042,17,CT0100,Cattaneo,,Gregorio,,Gregorio  Cattaneo ,Gregorio Cattaneo,,merchants,0,0,,,,,estante indias,
CT0043,17,CT0026,Cattaneo,,Pedro,,Pedro  Cattaneo ,Pedro Cattaneo,,merchants,0,0,,,,,estante indias,
CT0044,17,,Cattaneo,,Juan,,Juan  Cattaneo ,Juan Cataneo,,merchants,0,0,,,,,estante indias,
CT0045,17,,Cattaneo,,Lorenzo,,Lorenzo  Cattaneo ,Lorenzo Cattaneo,,merchants,0,0,,,,,neighbour Genoa,
CT0046,17,,Cattaneo,,Bartolome,,Bartolome  Cattaneo ,Bartolome Cattaneo,,merchants,0,0,,,,,neighbour Genoa partner with the barca,
CT0047,17,,Cattaneo,,Bartolomeo,,Bartolomeo  Cattaneo ,Bartolomeo de Cattaneo,,merchants,0,0,,,,,"neighbour Lyon, partner with the doria in seville",
CT0048,17,,Cattaneo,,Gaspar,,Gaspar  Cattaneo ,Gaspar Cattaneo,,lawyers,0,0,,,,,neighbour Tenerife lawyer,
CT0049,17,,Cattaneo,,Franco,,Franco  Cattaneo ,Franco Cataneo,,merchants,0,0,,,,,estante  Cadiz,
CT0100,17,,Cattaneo,,Angelo,,Angelo  Cattaneo ,Angelo Cattaneo,,,0,0,,,,,father of julian maria ximon leonardo and gentil,
CZ0001,89,,Cerezo,,Juan,Batista,Juan Batista Cerezo ,Juan Batista Cerezo,,merchants,0,0,,,,,Estante in castile,
CZ0002,89,,Cerezo,,Jeronimo,,Jeronimo  Cerezo ,Jeronimo Cerezo,,captains,0,0,,,,,owner of ship ,
DE01DE0007,,,Welser ,,Henrik ,,Henrik   Welser  ,Enrique Guesler,,bankers,0,0,,,,,merchants,
DE01DE0008,,,Seyler,,Jheronimus,,Jheronimus  Seyler ,Jeronimo Sayler,,bankers,0,0,,,,,slave trader part of the Berenberg Bank,
DE01SP0003,,,Ungundu,,Menardu,,Menardu  Ungundu ,Menardu Ungundu,,printers,0,0,,,,,german estante,
DE01SP0004,,,Colono,,Alvaçaligo,,Alvaçaligo  Colono ,Alvaçaligo Colono,,printers,0,0,,,,,german neighbour in san salvador of libros de molde,
DE01SP0005,,,Plonia,,Lamalao,,Lamalao  Plonia ,Lamalao de Polonia,,printers,0,0,,,,,impresor de letra de molde n. seville c. santa maria,
DE01SP0006,,,Aleman,,Jacome,,Jacome  Aleman ,Jacome Aleman,,printers,0,0,,,,,neighbour seville collacionsan isidro,
DE01SP0009,,,Herver,,Juan,,Juan  Herver ,Johanes Herver,,merchants,0,0,,,,,"neighbour seville collacionsanta maria magdalena, brefly emplyed to the centurion and grimaldi",
DE01SP0010,,,Pozo,,Francisco,Gaspar,Francisco Gaspar Pozo ,Francisco Gaspar del Pozo,,merchants,0,0,,,,,"Estante Seville, nitardo",
DE01SP0011,,,Iñiguez,,Enrique,,Enrique  Iñiguez ,Enrique Iñiguez,,merchants,0,0,,,,,"estante in Seville, partner with Grimaldi",
DE01SP0012,,,Ehinger,,Ambrosius,,Ambrosius  Ehinger ,Ambrosius Ehinger,,merchants,0,0,,,,,"Talfinguero Alfínger in Spanish) Dalfinger, Thalfinger, was conquistador and the first gov of the Welser concession (Klein-Venedig).",
DE01SP0013,,,Nuremberger,,Juan,,Juan  Nuremberger ,Juan Aleman,,merchants,0,0,,,,,neighbour seville collacionsan salvador,
DE01SP0014,,DE01SP0013,Nuremberger,,Lázaro,,Lázaro  Nuremberger ,Lázaro Nuremberger,,merchants,0,0,Catalina,Cromberger,,,"neighbour seville collacionsan salvador, wife Catalina Cromberger with her father of jacome and enrique, then married to isabel pins with her father of ana nicoa=las and maria.",
DE01SP0015,,DE01SP0014,Nuremberger,,Enrique,,Enrique  Nuremberger ,Enrique Nuremberger,,merchants,0,0,,,,,"neighbour seville collacionsan salvador, wife Catalina Cromberger with her father of jacome and enrique, then married to isabel pins with her father of ana nicoa=las and maria.",
DE01SP0016,,DE01SP0006,Cromberger,,Juan,,Juan  Cromberger ,Juan Cromberger,,printers,1500,1540,Brigida,Maldonado,,,"neighbour seville collacionsan isidro, wife brigida maldonado and sons: jacome juan tomas antnio and fernando, daughters catalina ana isabel and francisca.",
DG0001,32,,Goano,,Pelegro,,Pelegro  Goano ,Pelegro di Goano,,merchants,0,0,,,,,"Probably Pelegrino, Estante, lends money for the seige of Baza consul in 1495",
DM0001,81,,Domoculta,,Pedro,Batista,Pedro Batista Domoculta ,Pedro Batista de Domoculta,,merchants,0,0,,,,,Estante in castile,
DM0002,81,,Domoculta,,Manuel,,Manuel  Domoculta ,Manuel de Domoculta,,merchants,0,0,,,,,"estante Seville, in ship agent of the Rivarolo",
DN0001,3,DN0100,di Negro,,Cassano,,Cassano  di Negro ,Cassano di Negro,,merchants,0,0,,,,,"Merchant in Lisbon, brother of Heronimo di Negro and maybe of Paolo di Negro, in portuguesse documents appear as del nigro",
DN0002,3,DN0100,di Negro,,Heronimo,,Heronimo  di Negro ,Heronimo di Negro,,merchants,0,0,,,,,"brother of Cassano and maybe of Paolo, in portuguesse documents appear as del nigro",
DN0003,3,,di Negro,,Polo,,Polo  di Negro ,Polo di Negro,,merchants,0,0,,,,,"Appears in Cadiz 1489, being charged with other Genovese for the siege of Baza. Appears in 1509 estante in Murcia. Estante.",
DN0004,3,,di Negro,,Pietro,,Pietro  di Negro ,Pietro di Negro,,merchants,0,0,,,,,Estante in Murcia,
DN0005,3,DN0100,di Negro,,Paolo,,Paolo  di Negro ,Paolo di Negro,,merchants,0,0,,,,,"appears in the Assereto document at Lisbon in July 1478 at the same time as Cristoforo Colombo, and states that Paolo had a ‘Cazana’ brother.maybe brother of Cassano di Nigro and Heronimo di Negro. Paolo di Nigro is a character closely linked to the Madeiran’s sugar commerce and to Cristoforo Colombo. He was the Lisbon representative of the economic interest of the noble Ludovico Centurione, in charge of securing two thousand four hundred ‘arrobas’ of sugar from Madeira to direct towards Genoa.  in portuguesse documents appear as del nigro.",
DN0006,3,DN0098,di Negro,,Oberto,,Oberto  di Negro ,Oberto di Negro,,merchants,0,0,,,,,Partner with Andrea de Cassana and the Rivarolo Juan and Francisco,
DN0007,3,DN0098,di Negro,,Luigi,,Luigi  di Negro ,Luigi di Negro,,merchants,0,0,,,,,Estante in castile,
DN0008,3,DN0099,di Negro,,Francesco,,Francesco  di Negro ,Francesco di Negro,,merchants,0,0,,,,,Estante in castile,
DN0009,3,,di Negro,,Francesco,,Francesco  di Negro ,Francesco di Negro,,merchants,0,0,,,,,Estante in castile,
DN0010,3,DN0096,di Negro,,Angelo,,Angelo  di Negro ,Angelo di Negro,,merchants,0,0,,,,,"estante seville, Exchanger (cambiador),",
DN0011,3,,di Negro,,Angelo,,Angelo  di Negro ,Angelo di Negro (p),,merchants,0,0,,,,,"appears in Portugal, partner with Domenego de Spinola",
DN0012,3,DN0096,di Negro,,Damiano,,Damiano  di Negro ,Damiano di Negro,,merchants,0,0,,,,,Estante in castile,
