o:id,name,family,source-name(s),patrilineage,o:loconym,edoa,ldoa,o:gender,o:occuptn,o:nationality,o:spouse,o:parent,o:children,identifier,url,note
41910,Accellino Lercari,Lercari,Lercaro... Acellino,Accellino Lercari q. Accellino,,1350,1376,44817,,,,,30587,5f0d51d0-a62d-4a97-8428-51315a6d453d,http://www.genoesemerchantnetworks.com/s/main/item/41910,"ASGe, Indice famiglie IV, fol. 161_1: ""Lercaro Acellino cittadino di Genova quondam Acellino fa procura in Domenico Lercaro quondam Goffredo 1376, carte 117v in detto libro di detto Teramo de Maiolo 1386, e di Giovanni Bardi 1376 in 77."""
25526,Accellino Salvago,Salvago,Acellino Salvago Nepitelli | Accelino... quondam Meliaducis | Acelinus Salvaigi bancherii,Accellino Salvago q. Meliaduce q. Accellino,,1427,1506,44817,26084,,,25547,25545,c5c37019-11f2-41b7-b51b-8d00da5a6a0b,http://www.genoesemerchantnetworks.com/s/main/item/25526,"ASCGe, Manoscritti 54, fols. 186–187: ""Accelino Officiale d’Allessandria 1444… Bonvir 1451… Elettor 1452… Officiale di Moneta 1455… era quondam Meliaducis come in fasti 1457… di Balia 1458… Commisario a Saona 1459… Partitor, Guelfo 1460… Officiale di Moneta, Pacificator 1462… Officiale di Famagosta 1463… Console delle Calleghe 1465… Partitor 1473… Anziano, Pre del Commune, Officiale di Savoia, Ambasciadore a Milano 1474… Officiale di Cattalogna 1476… di Balia, Ambasciadore a Milano, e al Re di Napoli 1477… Officiale di Balia 1480… Elettor 1481… riceve l’Ambasciadore di Lorena 1486… Anziano 1487… Prottetore del Commune, Consultor, Officiale di Moneta 1488… Officiale di San Giorgio, levò l’avaria, dispenza grani 1489… Officiale di San Giorgio 1494… e d’Allessandria, e di San Giorgio, riscatta un dritto 1495… Officiale de Straordinario e d’Albenga 1496… Pre del Commune 1497… Riformatore delle Monache 1498… Officiale di San Giorgio 14999… e di Balia, e di Virtù, e di Misericiordia 1500… Prior di San Giovanni Battista 1501… Officiale di Mercanzia, Eletto per fabricar il Lazaretto 1504… eletto per fabricar d’Albaro 1506… sua figlia Lusina moglie di Geronimo Sauli, e altra sua figlia Geronima moglie d’Antonio Sauli quondam Bendinelli come in cartulario di San Giorgio 1512… et in Cartulario S 1512… sua moglie Marietta, come in suo cartulario 1472 C. 7. 6… figlia di Salvagio Salvago sorella di Rosso, e di Brasco come in cartulario 1459 C. prima."""
41336,Accellino Salvago,Salvago,,,,,,44817,,,,,25547,a123a610-3b9e-4d76-bed7-7d76f3fea3e4,http://www.genoesemerchantnetworks.com/s/main/item/41336,
25589,Accellino Spinola,Spinola,,,,,1527,44817,,,,,25767,fe55a1a8-c96b-4dfa-abd8-cda987128c1a,http://www.genoesemerchantnetworks.com/s/main/item/25589,
29918,Accellino Spinola,Spinola,Acelino Spinola | Acellino Spinola de Luccoli | Acelinus Spinula de Luculo civis Ianue Ieronimi | Acelino Spinule de Luculo domini Ieronimi,Accellino Spinola q. Girolamo q. Accellino,,1413-12-31,1487-01-01,44817,,31356,27579,30972,25657,f62f6776-803b-42ad-bf0c-73725bf9ddd9,http://www.genoesemerchantnetworks.com/s/main/item/29918,"See Battilana, famiglia Spinola, plate 94."
44489,Accellino Squarciafico,Squarciafico,Accellino Squarsafico quondam Nicolai Thome... civ[e] Ianue | Acelino Squarciafico olim Ganduccio quondam Nicolai Thome,Accellino Squarciafico q. Niccolò Tommaso,,1436,1476,44817,,31356,,30955,,e95b9873-667a-491c-94aa-274f3ede2ac2,http://www.genoesemerchantnetworks.com/s/main/item/44489,"ASCGe, Manoscritti 56, fols. 306–307: ""Acelino Squarciafico olim Ganduccio quondam Nicolai Thome in Branca di Bagnara 1439… era molto pratico in Savastropoli l’anno 1436… come in viaggio d’Isosfat Barbaro venetiano fatto alla Tana in navigatione del Ramusio Tomo 2° c. 96… governatore di Caffa 1457… poi San Giorgio, prima di Francesco Borlasca in liber de decreti di San Giorgio, estimatore del comune 1457… in Ioan del Luco nominato in fasti 1464… sua moglie Mariettina figlia del quondam Baldazzare Grillo 1453."""
37125,Accellino Vivaldi,Vivaldi,Acelinus de Vivaldis civis Ianue quondam Barnabe,Accellino Vivaldi q. Barnaba q. Leonello,,1445,1508,44817,,,,30038,,966a44a3-2e79-4b85-9bff-02593c01aaa2,http://www.genoesemerchantnetworks.com/s/main/item/37125,"See Battilana, Famiglia Vivaldi, plate 8."
40701,Accrusio de Borlasca,de Borlasca,Acursius de Borlascha notarius | Accurso Borlasca di Giovanni Antonio notaro,Accrusio de Borlasca q. Giovanni Antonio,38605,1444,1493,44817,26036,,,,,8bb99eeb-0a6b-4638-90e6-ebb349ccfd10,http://www.genoesemerchantnetworks.com/s/main/item/40701,"ASCGe, Manoscritti 26, fol. 149: ""1476 Accurso Borlasca sedeva Antiano… 1478 ufficiale di Bailia… 1488 ambasciatore al Duca di Milano… 1489 proposto per podestà di Scio… 1493 Cancelliere di San Giorgio."" | ASCGe, Manoscritti 53, fol. 149: ""Accurso Borlasca di Giovanni Antonio notaro e cancelliere di san Giorgio 1496… anziano Gibellino 1476… ufficiale di Bailia 1478… ambasciatore al Duca di Milano 1488… proposto per Podestà di Scio 1489."""
26465,Adamo Berchoano,Berchoano,,,,1404,1429,44817,,,,,,3c4ab0b3-8b1f-4f5d-87fc-77b595c47f9c,http://www.genoesemerchantnetworks.com/s/main/item/26465,
23235,Adamo Centurione,Centurione,Adamo Centurione Oltramarini,Adamo Centurione q. Luciano,,1489,1568,44817,,31356,,43789,23265,d52f8330-4a70-4c0f-a0b0-a0f58c3598ac,http://www.genoesemerchantnetworks.com/s/main/item/23235,"ASCGe, Manoscritti 54, fol. 40r: ""Adam anziano Geulfo 1514… officiale di mercanzia 1516… quondam Luciani 1518… anziano 1520 e 25… officiale della Camera 1523… di mercanzia 1524… del Sale 1526… delle Monete e delle Vittovaglie 1527… di Balia, e di Sanità 1528… del Mare 1527."" | https://www.treccani.it/enciclopedia/adamo-centurione_%28Dizionario-Biografico%29/ Dizionario Biografico degli Italiani"
43790,Adamo Centurione,Centurione,Adae Centurioni | Adam quondam Danielis… olim Oltramarino,Adamo Centurione q. Daniele,,1366,1421,44817,,31356,,,39681,a140bf78-8c12-441b-a01d-ac9e91c47011,http://www.genoesemerchantnetworks.com/s/main/item/43790,"ASCGe, Manoscritti 18, fol. 30v: ""Adam quondam Danielis consigliero 1391… in compera 1394… olim Oltramarino revisor 1398 e 99… officiale di Mercanzia 1399… in compera 1400 e 1402… officiale di Sanità 1404 e 1405… consigliero 1406… anziano 1407 e 1409… partitor 1411… in lite con un Venturino [?] 1416… officiale di Proviggione 1417… e di San Giorgio 1421… sua figlia Cattarina moglie di Nicolò Salvagho 1453 UF."""
44856,Adamo de Patina,de Patina,de Patina... Adani,,,,,44817,,,,,44855,a1925849-dc33-4cd5-9f89-bebb280983b8,http://www.genoesemerchantnetworks.com/s/main/item/44856,
26466,Adamo de Ponte,de Ponte,Adamo de Ponte cultellinerius,,,1368,1403,44817,27519,31356,,,,13ff847c-6fcc-4d63-be9e-ba0a8631092f,http://www.genoesemerchantnetworks.com/s/main/item/26466,"ASCGe, Manoscritti 26, fol. 866: ""1393 Adamo de Ponte furono antiano della repubblica di Genova."""
42358,Adamo de Revellino,de Revellino,Adam de Revellino,,,1405,1430,44817,26036,,,,,a57a7d46-8e54-4feb-84cf-14ed6171de6f,http://www.genoesemerchantnetworks.com/s/main/item/42358,
23325,Adamo Doria,Doria,,,,,1453,44817,,,23771,,,3a6a403a-836a-497e-8d68-208472db9b6f,http://www.genoesemerchantnetworks.com/s/main/item/23325,
40759,Adamo Spinola,Spinola,,Adamo Spinola q. Oberto q. Adamo,,1401,1436,44817,,,,,40758,a451a0a2-026b-4421-ae92-bd9c12cc565a,http://www.genoesemerchantnetworks.com/s/main/item/40759,"See Battilana, Famiglia Spinola, plates 109, 113."
42095,Adamo Vivaldi,Vivaldi,,Adamo Vivaldi q. Gaspare q. Francesco,,1452,1455,44817,,,37397,25856,,3fb5ef5b-98d7-4324-afab-29b37f34fec1,http://www.genoesemerchantnetworks.com/s/main/item/42095,"See Battilana, famiglia Vivaldi, plate 14."
22995,Adelasia,,,,,,1253,44818,,,25231,,,99325117-67ee-45e1-8dca-8e8bcc8ea219,http://www.genoesemerchantnetworks.com/s/main/item/22995,
23870,Adelasia Lomellini,Lomellini,,Adelasia Lomellini q. Ansaldo,,,1253,44818,,,25508,23961,,d75bf206-9bb4-44f5-8f69-6d671742effb,http://www.genoesemerchantnetworks.com/s/main/item/23870,
23871,Adelasia Lomellini,Lomellini,,Adelasia Lomellini q. Oberto da,,,1253,44818,,,25776,25234 | 23001,,c56afacc-fa22-4d31-a7f9-377782727318,http://www.genoesemerchantnetworks.com/s/main/item/23871,
23053,Adornino Adorno,Adorno,,Adornino Adorno q. Antoniotto q. Adornino,,1398,1431,44817,,,23501,42567,,76314e7b-cd33-4cb9-aedb-ac9ebbb24109,http://www.genoesemerchantnetworks.com/s/main/item/23053,"See Battilana, famiglia Adorno, plate 14."
39600,Adriano Griffiotto,Griffiotto,Andriani Grifioti,,,1431,1472,44817,,,,,,44908bd0-77b1-4f19-bd19-f4e6dbfd9057,http://www.genoesemerchantnetworks.com/s/main/item/39600,"ASCGe, Manoscritti 52, fol. 312: ""Andriano nominato in cartulario di Accellino Salvago 1458, 72… ed in questo di Meliaduce Salvago 1452."""
23872,Adriano Lomellini,Lomellini,,Adriano Lomellini q. Bonifacio q. Pietrino,,1343,1359,44817,,,,24131,24129,c6e80096-5df3-4088-aa38-0e81ec4a427b,http://www.genoesemerchantnetworks.com/s/main/item/23872,
26467,Adriano Scorza,Scorza,Andrianus Scortia de Vultabio quondam Galexii civis Ianue,Adriano Scorza q. Galessio,,1421,1456,44817,,31356 | 44390,,38544,,7b011163-2325-4348-a358-a588b969fd05,http://www.genoesemerchantnetworks.com/s/main/item/26467,"ASCGe, Manoscritti 56, fol. 287: ""Adriano quondam Galeatii nominato in Branca de Bagnara d’Ottaggio 1439… a cui furono confirmate franchiggie 1446 in detto libro."""
42853,Agabito Grillo,Grillo,Grillo... Hagabiti,,,,,44817,,,,,30603,0284b1d0-88a0-44bc-a74c-9559e507effb,http://www.genoesemerchantnetworks.com/s/main/item/42853,
23873,Agamennone Lomellini,Lomellini,,Agamennone Lomellini q. Angelo q. Pietrino,,1343,1353,44817,,,23570 | 25824,23945 | 23021,24959,81e1abae-278f-4c5c-9290-a26d4f9f02ec,http://www.genoesemerchantnetworks.com/s/main/item/23873,
23874,Agamennone Lomellini,Lomellini,,Agamennone Lomellini q. Egidio q. Ansaldo,,,,44817,,,,24273 | 25740,,887e631e-94a6-421c-b43d-8499c376e46d,http://www.genoesemerchantnetworks.com/s/main/item/23874,
25527,Agamennone Salvago,Salvago,Agamennone Salvago Nepitelli,,,,1377,44817,,,24634,,,e8237a4d-9717-4949-b0fb-c87338457938,http://www.genoesemerchantnetworks.com/s/main/item/25527,
38577,Aganelone de Marini,de Marini,Aganelone de Marinis,,,1351,1376,44817,,,,,,ca000e5e-967a-4684-b4b0-bfee67f65abb,http://www.genoesemerchantnetworks.com/s/main/item/38577,
34804,Agnese,,Agnexia de progenie Tartarorum,,,1431,1456,44818,,26258,,,,9e8da0a0-788d-4c95-8387-2ea7a5936e9e,http://www.genoesemerchantnetworks.com/s/main/item/34804,
34805,Agnese,,,,,1461,1486,44818,,31559,,,,0588178d-bb57-417d-9224-9f32e6c99067,http://www.genoesemerchantnetworks.com/s/main/item/34805,
34806,Agnese,,,,,1461,1486,44818,,31559,,,,6d2f5038-c297-42e2-9871-3ddc49e90223,http://www.genoesemerchantnetworks.com/s/main/item/34806,
34807,Agnese,,,,,1439,1464,44818,,26258,,,,fbf26eed-a300-4c5f-b8cc-e9cfa95406b7,http://www.genoesemerchantnetworks.com/s/main/item/34807,
34808,Agnese,,quandam sclavam... nominatam Agnexia de progenie Zichorum ectatis annorum triginta vel circa,,,1436,1466,44818,,31361,,,,5c168bef-a2c2-49ce-95aa-cf7077be3937,http://www.genoesemerchantnetworks.com/s/main/item/34808,
34809,Agnese,,,,,1415,1437,44818,,31354,,,,bc18a1b5-2252-4f4c-942b-ae308505f430,http://www.genoesemerchantnetworks.com/s/main/item/34809,
34810,Agnese,,,,,1428,1468,44818,,31354,,,,601b1458-47e5-4c5b-b707-61a77824fe62,http://www.genoesemerchantnetworks.com/s/main/item/34810,
34811,Agnese,,,,,1476,1496,44818,,31559,,,,8f7e863c-616c-474a-9f24-a0520489fdaf,http://www.genoesemerchantnetworks.com/s/main/item/34811,
34812,Agnese,,,,,1439,1464,44818,,26258,,,,73de065b-37b3-4ee6-a19c-3ca32b192300,http://www.genoesemerchantnetworks.com/s/main/item/34812,
34813,Agnese,,,,,1410,1423,44818,,31268,,,,421e02ee-d258-4fbc-a938-ef790d134793,http://www.genoesemerchantnetworks.com/s/main/item/34813,
34814,Agnese,,,,,1400,1424,44818,,,,,,73be5c37-2271-4230-85c3-d6a4c0fd9270,http://www.genoesemerchantnetworks.com/s/main/item/34814,
34815,Agnese,,,,,1431,1461,44818,,,,,,918654a7-0a1c-406a-bd81-8def2e281f49,http://www.genoesemerchantnetworks.com/s/main/item/34815,
34816,Agnese,,sclavam unam…  nominatam Agnesiam Tartarorum vel alterius progenei,,,1391,1416,44818,,26258,,,,8bb74ee7-1131-4af8-9726-2ee187402335,http://www.genoesemerchantnetworks.com/s/main/item/34816,
34817,Agnese,,,,,1408,1428,44818,,26258,,,,bd859c8c-2584-4b5f-8fbb-fdf10fd29067,http://www.genoesemerchantnetworks.com/s/main/item/34817,
34818,Agnese,,,,,1461,1486,44818,,,,,,fbea2cf9-f27b-4950-893d-5353cd0a2267,http://www.genoesemerchantnetworks.com/s/main/item/34818,
34819,Agnese,,,,,1414,1428,44818,,26258,,,,a43536f7-66ae-4288-be43-a4b20c6bd2bf,http://www.genoesemerchantnetworks.com/s/main/item/34819,
34820,Agnese,,,,,1413,1434,44818,,31268,,,,b2ccf888-8320-4465-862a-594e5787f950,http://www.genoesemerchantnetworks.com/s/main/item/34820,
34821,Agnese,,sclavam unam... de progenie Rubeorum nomine Agnesia,,,1403,1417,44818,,31354,,,,369f1683-3ff0-4bd3-9e6d-63d090e37b22,http://www.genoesemerchantnetworks.com/s/main/item/34821,
34822,Agnese,,,,,1392,1427,44818,,31361,,,,e9747450-adbe-4342-9b2d-d6f1e404093c,http://www.genoesemerchantnetworks.com/s/main/item/34822,
34823,Agnese,,,,,,1427,44818,,,,,,722564bd-1b94-40d8-9b17-a160e05c851b,http://www.genoesemerchantnetworks.com/s/main/item/34823,
34824,Agnese,,,,,1396,1411,44818,,31361,,,,b3a260d4-cfe1-4e5d-bfaa-ce15c536397a,http://www.genoesemerchantnetworks.com/s/main/item/34824,
34825,Agnese,,,,,1439,1463,44818,,31361,,,,242dfe0e-4aff-48fa-abaf-87e202118bb4,http://www.genoesemerchantnetworks.com/s/main/item/34825,
37492,Agnese,,,,,1403,1435,44818,,31268,,,,295ad47c-87fa-4cab-a14a-88b027333c6b,http://www.genoesemerchantnetworks.com/s/main/item/37492,
37552,Agnese,,,,,1428,1450,44818,,31361,,,,117e5c5c-61d7-411c-80a2-e0250269e21a,http://www.genoesemerchantnetworks.com/s/main/item/37552,
37553,Agnese,,quandam sclavam... nominatam Agnexia de progenie Rubeorum,,,1449,1479,44818,,31354,,,,d6baa9af-3981-46a4-bc03-a5a0ab6c3e88,http://www.genoesemerchantnetworks.com/s/main/item/37553,
37700,Agnese,,,,,,1422,44818,,37490,,,,8d28bc76-d96d-4440-bbef-996d1b3d23fe,http://www.genoesemerchantnetworks.com/s/main/item/37700,
39048,Agnese,,,,,1465,1489,44818,,31559,,,,0e870515-944a-4a4d-bb19-7786ad857b5f,http://www.genoesemerchantnetworks.com/s/main/item/39048,
39099,Agnese,,,,,1436,1461,44818,,,,,,f8367f17-a164-4d37-92ec-dc1dd8ee3723,http://www.genoesemerchantnetworks.com/s/main/item/39099,
39108,Agnese,,sclava... nominata Agnexia de progenie Tartarorum sive cuiusvis alterius progeniei existat,,,1424,1456,44818,,26258,,,,9f43a234-bd08-4db2-97ec-f9dcd9cc5dc0,http://www.genoesemerchantnetworks.com/s/main/item/39108,
39109,Agnese,,sclava... nominata Agnexia,,,1425,1457,44818,,,,,,d4e87082-62c7-42ed-a8aa-34c9287cd3b6,http://www.genoesemerchantnetworks.com/s/main/item/39109,
39110,Agnese,,,,,1432,1458,44818,,,,,,cda8878d-f303-48cb-b0f3-61bcbc5cd116,http://www.genoesemerchantnetworks.com/s/main/item/39110,
39128,Agnese,,sclava... nominata Agnexia de progenie Zichorum sive cuiusvis alterius progenie existat,,,1434,1455,44818,,31361,,,,d86c4d0e-f9a7-4909-aaf2-beb408215ee2,http://www.genoesemerchantnetworks.com/s/main/item/39128,
39129,Agnese,,,,,1434,1455,44818,,31361,,,,69bb25c8-ebac-432d-a407-caea7fe7342a,http://www.genoesemerchantnetworks.com/s/main/item/39129,
39155,Agnese,,quedam sclava... nominata Agnexia... de progenie Zichorum,,,1431,1459,44818,,31361,,,,f547f4b3-c1e5-493d-ae89-4a78a7f2d2ee,http://www.genoesemerchantnetworks.com/s/main/item/39155,
40008,Agnese,,Agnete... de progenie Rubeorum,,,1419,1461,44818,,31354,,,,cd4e804b-d187-4d33-9942-f042b7c0eda1,http://www.genoesemerchantnetworks.com/s/main/item/40008,
40037,Agnese,,Agnexia de Bruges sclava et serva... de progenie Zichorum,,,1445,1475,44818,,31361,,,,e2b474cf-3c16-4d51-aa78-59fb9580d406,http://www.genoesemerchantnetworks.com/s/main/item/40037,
40050,Agnese,,Agnexia sclava... de progenie Ungarorum,,,1466,1496,44818,,31551,,,,3ddeed9b-3661-43fd-8090-af44255fdf15,http://www.genoesemerchantnetworks.com/s/main/item/40050,
40069,Agnese,,Agnesie sclave... de progenie Rubeorum,,,1368,1413,44818,,31354,,,,5b6a884d-b98b-48ff-9922-aecc6f15c11e,http://www.genoesemerchantnetworks.com/s/main/item/40069,
40126,Agnese,,,,,1445,1473,44818,,31361,,,,61192a5a-91e3-46c0-829f-2ed8799b6781,http://www.genoesemerchantnetworks.com/s/main/item/40126,
40142,Agnese,,,,,1383,1423,44818,,31361,,,,4327af10-79a3-44ae-9bc7-5792b065d7a6,http://www.genoesemerchantnetworks.com/s/main/item/40142,
40176,Agnese,,,,,1417,1437,44818,,31354,,,,ae38255b-9a79-4ac7-9d07-b0b57ae3f1a2,http://www.genoesemerchantnetworks.com/s/main/item/40176,
23875,Agnese Lomellini,Lomellini,,Agnese Lomellini q. Giacomo q. Filippo,,,,44818,27575,,,24426 | 23344,,2ccd7242-6b53-4e86-81a8-0185bff88f6a,http://www.genoesemerchantnetworks.com/s/main/item/23875,
40016,Agneta,,,,,1467,1497,44818,,31559,,,,0dd9726b-4168-4d22-8545-c58e4adff14b,http://www.genoesemerchantnetworks.com/s/main/item/40016,
39253,Agostino,Agostino,,,,1403,1428,44817,,,,,,7db2074a-9c06-41ff-8707-804014b5198b,http://www.genoesemerchantnetworks.com/s/main/item/39253,
38582,Agostino Adorno,Adorno,,,,1442,1467,44817,,,,,,2996d614-a92b-44f6-89b9-de89b5dd485b,http://www.genoesemerchantnetworks.com/s/main/item/38582,
37126,Agostino Botto,Botto,Agostino Boto | Augustino Boto speciario civis Ianue Ieronimi | Agostino... Botto quondam Hieronimi | Augustinus Botus speciarius civis Ianue Ieronimi | Augustino Boto Ieronimi civ[e] Ianue,Agostino Botto q. Girolamo,,1436,1471,44817,27565,31356,,42294,,d7a1d268-ee19-43b6-adbb-08df196b57b3,http://www.genoesemerchantnetworks.com/s/main/item/37126,"ASCGe, Manoscritti 56, fol. 384r: ""1471 Agostino e Giovanni Antonio fratelli Botti quondam Hieronimi vedensi in focaggi… 1485, 90 Giovanni Antonio fu Anziano."""
26468,Agostino Brusaca,Brusaca,Agostino Brusasca,,,1393-09-05,1418-09-05,44817,,,,,,24355ee0-cdcd-4f07-96ae-4c0fd029a8cb,http://www.genoesemerchantnetworks.com/s/main/item/26468,
26469,Agostino Caffarotto,Caffarotto,Agostino d’Antonio di Varazze | Agostino Caffaroto,Agostino Caffarotto q. Antonio,,1451,1475,44817,,31356,,43339,,b8b2f9da-6a7c-4753-9621-eff4559a1ad4,http://www.genoesemerchantnetworks.com/s/main/item/26469,"ASCGe, Manoscritti 55, fol. 129: ""Agostino d’Antonio di Varazze 1453… prottettore di San Giorigo 1473… ambasciatore a Milano 1476, 77… Geulfo 1475… Console delle Calleghe 1472… officiale di Moneta 1476… e del Sale 1478… e di Sanità 1478… anziano 1480… padre del commune 1482… Sinciatore 1482… commissario in Riviera di Ponete 1484… partitore 1484… officiale di San Giorgio 1485… anziano 1488… padre del commune 1488… artefice Guelfo 1489, 91… officiale di San Giorgio 1492… governatore di Corsica 1495… censore 1499 e 1502."""
43568,Agostino Calvo,Calvo,Augustino Calvo quondam Darii cive Ianue,Agostino Calvo q. Dario,,1459,1484,44817,,31356,,30240,,afb0ef52-0d16-49fd-9493-4f49d2c5baac,http://www.genoesemerchantnetworks.com/s/main/item/43568,
23137,Agostino Camilla,Camilla,Agostino... figlio di Tedisio,Agostino Camilla q. Tedisio,,1495,1527,44817,,,,23151,,6b8ebdf7-0c6a-4544-8b64-91cb19764d62,http://www.genoesemerchantnetworks.com/s/main/item/23137,"ASCGe, Manoscritti 55, fol. 75: ""Agostino commissario dell’armata di Portovenere 1509… officiale de Banchi 1520… iterum 1523… sindicatore 1521 e 24… censor 1526… officiale di Gazaria 1523… di Mercanzia, e giuro l’unione 1527… figlio di Tedisio ex testamento patris 1518."""
26227,Agostino Carrega,Carrega,Augustino Carrega quondam Iohannis civi... Ianue,Agostino Carrega q. Giovanni,,1415,1453,44817,26110,31356,,26228,,35abadab-91f2-4576-81a5-280393973d9d,http://www.genoesemerchantnetworks.com/s/main/item/26227,"ASCGe, Manoscritti 55, fol. 183: ""Agostino lanero in cartulario d’Accelino Salvago 1447... Agostino lanero quondam Iohannis 1437… Gabelotto 1441… sua moglie Dominichina figlia di Francesco Brignole 1452 in Giovanni di Luco."""
29921,Agostino Cattaneo,Cattaneo,,,,1467,1492,44817,,,,,,83602aea-cd8b-40fc-9fbf-7f51b4f54dc0,http://www.genoesemerchantnetworks.com/s/main/item/29921,
43656,Agostino Celesia,Celesia,Augustino Celexia quondam Bartholomei civ[e] Ianue,Agostino Celesia q. Bartolomeo,,1463,1488,44817,,31356,,42783,,3039c00f-437d-40a0-bb08-7c3641f31ba4,http://www.genoesemerchantnetworks.com/s/main/item/43656,
23236,Agostino Centurione,Centurione,Agostino Centurione Cantelli | Agostino Centurione quondam Iacobi,Agostino Centurione q. Giacomo,,1551,1576,44817,,,24042,23255,,75cd7e68-7bfb-4f1f-9c5b-ad4f3a8cc5fb,http://www.genoesemerchantnetworks.com/s/main/item/23236,
29923,Agostino Centurione,Centurione,Agostino Centurione... quondam Lodisii,Agostino Centurione q. Lodisio,,1461,1510,44817,,31356,,38500,,16a0f6f8-d47b-420d-b311-9386de159f43,http://www.genoesemerchantnetworks.com/s/main/item/29923,"ASCGe, Manoscritti 54, fol. 38v: ""Agostino nel giuramento 1488… quondam Lodisii, Gibellino 1495… sicurtà 1497… officiale di San Giorgio 1499… iterum 1502… anziano 1505… officiale di Moneta 1506 e 1507… anziano 1507, 1509, e 1510… officiale del Mare 1509… officiale delle monete 1510."""
41745,Agostino de Albingana,de Albingana,de Albingana... Augustini,,26140,,1386,44817,,,,,41744,6cbf427a-c711-4350-aedc-ff6270e82574,http://www.genoesemerchantnetworks.com/s/main/item/41745,"ASCGe, Manoscritti 55, fol. 234: ""Agostino in compera 1386."""
37317,Agostino de Andoria,de Andoria,Agostino quondam Antonii | Augustini de Andoria,Agostino de Andoria q. Antonio,31183,1378,1418,44817,,,,41021,,b9503b72-761a-433f-8643-2c17d2c29df3,http://www.genoesemerchantnetworks.com/s/main/item/37317,"ASCGe, Manoscritti 15, fol. 106: ""1391 Agostino quondam Antonii fu consigliero… 1401 partitore… 1411 dell’Uffizio di Purificazione… 1414 aveva sua villa a Borzoli… 1411 e 19 dell’Uffizio di Mercanzia… 1416 dell’Uffizio del PP del Comune… 1417 di Provisione… 1418 sua sepoltura nel chiostro di San Francesco: “Augustini de Andoria et heredum”… e questi de Bernati furono sicuramente quelli che in segrito si fecero denominare de Andora, e poi Sopranis, avendolo saggiamente avertito il Federico, e prudentemente seguitato del diligentissime autore della presente opera."""
40667,Agostino de Arivolta,de Arivolta,Augustinus de Arivolta botarius civis Ianue quondam Georgii,Agostino de Arivolta q. Giorgio,,1459,1484,44817,26052,31356,,40668,,b1cf4f9e-1370-4c4b-bc8e-75d22851193a,http://www.genoesemerchantnetworks.com/s/main/item/40667,
42031,Agostino de Benedictis,de Benedictis,de Benedetti... Agostino,,,,,44817,,,,,31239,deddf00f-53cd-4e87-994d-f513fdd14c8b,http://www.genoesemerchantnetworks.com/s/main/item/42031,
29924,Agostino de Camulio,de Camulio,,,30976,1410,1435,44817,,,,,,57bebff9-1504-4deb-bbe5-54e63fb3919a,http://www.genoesemerchantnetworks.com/s/main/item/29924,
29922,Agostino de Cazerio,de Cazerio,Agostino Cazerio | Augustini de Cazerio sartoris | Agostino Cazerio di Raffo sartore | Agostino Cazerio quondam Raffaellis lanero | Augustinus... de Cazerio pateri[us]... civ[is] Ianue... quondam Raphaelis,Agostino de Cazerio q. Raffaele,,1430,1480,44817,27520 | 26110 | 27582,31356,,42487,,1b5767a9-61e9-4b7b-b329-b76bd3197bfb,http://www.genoesemerchantnetworks.com/s/main/item/29922,"ASCGe, Manoscritti 55, fol. 100: ""Agostino di Raffo sartore in Giovanni de Luco 1448."" | ASCGe, Manoscritti 55, fol. 101: ""Agostino quondam Raffaellis lanero 1472… come per testimonio di Camogli del Maria moglie di Bartolomeo Boccanegra"""
44080,Agostino de Columnis,de Columnis,de Columnis... Augustini... quondam Georgii,Agostino de Columnis q. Giorgio,,,1483,44817,,,,31453 | 39846,,c8af07e1-d9e0-4ec7-9e5b-e20cccdea7e5,http://www.genoesemerchantnetworks.com/s/main/item/44080,
40912,Agostino de Coronato,de Coronato,de Coronato Augustini,,31167,1447,1488,44817,26345,,,,40911,e844a198-d042-4e7e-8d50-01740999b437,http://www.genoesemerchantnetworks.com/s/main/item/40912,"ASCGe, Manoscritti 55, fol. 104: ""Agostino seatero in cartulario di Meliadux Salvago 1447… era quondam Martini, perche era figlio di Raffaele in detto cartulario 1447… et in cartulario restantie 1471."""
43823,Agostino de Cuneo,de Cuneo,Augustino de Cunio Lodisii civibus Ianue,Agostino de Cuneo q. Lodisio,,1437,1462,44817,,31356,,43824,,409973dd-da81-4509-8af3-07770c9beb0d,http://www.genoesemerchantnetworks.com/s/main/item/43823,"ASCGe, Manoscritti 27, fol. 106v: ""Lodisius 1442 — Augustinus"""
44351,Agostino de Cuneo,de Cuneo,Augustinus Cuneus,,,,,,,,,,44350,f4071a23-8e73-4ac1-85ba-8f1a9ac2325a,http://www.genoesemerchantnetworks.com/s/main/item/44351,"ASCGe, Manoscritti 27, fol. 56: ""Iacobus 1293—Augustinus—Marchettus"""
26470,Agostino de Facio,de Facio,Augustinus de Facio seatarius civis Ianue de Laurentii,Agostino de Facio q. Lorenzo,,1455,1488,44817,26345,31356,,27200,,582ae008-10d2-4619-a635-ac8bf7b514d3,http://www.genoesemerchantnetworks.com/s/main/item/26470,"ASCGe, Manoscritti 55, fol. 316: ""Agostino in giuramento 1488."""
29925,Agostino de Lacu,de Lacu,Agostino de Laca tornator,,,1456,1481,44817,30975,,,,,4bb9bb99-cd3b-4e64-83ee-e98cf05251d3,http://www.genoesemerchantnetworks.com/s/main/item/29925,
